dt_partida_real,flights,paid_passengers
2008-01-01,221,23189
2008-01-02,252,30461
2008-01-03,264,32125
2008-01-04,254,29988
2008-01-05,282,37231
2008-01-06,278,35594
2008-01-07,239,31766
2008-01-08,248,30528
2008-01-09,246,29209
2008-01-10,254,29211
2008-01-11,253,31160
2008-01-12,278,35639
2008-01-13,268,34069
2008-01-14,233,30282
2008-01-15,245,29293
2008-01-16,251,30224
2008-01-17,238,28931
2008-01-18,261,31414
2008-01-19,280,35736
2008-01-20,268,32789
2008-01-21,236,29172
2008-01-22,238,26925
2008-01-23,243,28671
2008-01-24,245,30500
2008-01-25,241,29896
2008-01-26,273,31960
2008-01-27,271,30432
2008-01-28,228,27398
2008-01-29,245,28141
2008-01-30,236,29545
2008-01-31,242,32448
2008-02-01,246,33665
2008-02-02,278,38043
2008-02-03,249,32166
2008-02-04,225,24123
2008-02-05,229,22485
2008-02-06,247,24264
2008-02-07,243,24049
2008-02-08,243,25802
2008-02-09,261,31243
2008-02-10,260,32274
2008-02-11,235,27929
2008-02-12,237,25165
2008-02-13,247,25497
2008-02-14,236,25703
2008-02-15,239,28259
2008-02-16,257,31174
2008-02-17,253,31102
2008-02-18,255,27886
2008-02-19,231,23914
2008-02-20,238,25626
2008-02-21,243,25494
2008-02-22,244,28584
2008-02-23,247,29931
2008-02-24,239,29658
2008-02-25,233,26336
2008-02-26,232,23524
2008-02-27,238,24341
2008-02-28,240,31688
2008-02-29,193,20519
2008-03-01,241,29793
2008-03-02,242,30788
2008-03-03,234,28357
2008-03-04,231,25049
2008-03-05,239,25932
2008-03-06,240,27334
2008-03-07,235,28858
2008-03-08,247,31055
2008-03-09,242,31270
2008-03-10,231,27782
2008-03-11,236,24872
2008-03-12,234,25153
2008-03-13,237,27575
2008-03-14,238,30479
2008-03-15,257,34000
2008-03-16,242,31649
2008-03-17,242,26667
2008-03-18,232,24897
2008-03-19,239,28007
2008-03-20,246,30027
2008-03-21,228,22486
2008-03-22,218,22460
2008-03-23,237,29016
2008-03-24,239,29628
2008-03-25,236,27605
2008-03-26,229,25157
2008-03-27,240,26973
2008-03-28,236,27476
2008-03-29,227,26841
2008-03-30,233,29459
2008-03-31,226,26539
2008-04-01,223,24117
2008-04-02,229,25037
2008-04-03,239,26073
2008-04-04,239,28169
2008-04-05,238,27326
2008-04-06,228,28871
2008-04-07,231,27099
2008-04-08,234,23985
2008-04-09,230,24526
2008-04-10,242,27019
2008-04-11,241,29704
2008-04-12,232,28636
2008-04-13,241,29878
2008-04-14,228,26553
2008-04-15,238,24449
2008-04-16,233,25815
2008-04-17,234,29629
2008-04-18,242,34998
2008-04-19,225,31342
2008-04-20,227,27668
2008-04-21,233,28202
2008-04-22,223,26161
2008-04-23,234,24221
2008-04-24,239,26611
2008-04-25,230,28898
2008-04-26,236,29319
2008-04-27,239,30068
2008-04-28,230,26382
2008-04-29,238,27478
2008-04-30,241,32603
2008-05-01,15,1907
2008-05-01,233,30016
2008-05-02,209,23890
2008-05-03,226,27032
2008-05-04,243,30744
2008-05-05,237,28752
2008-05-06,246,25750
2008-05-07,229,23567
2008-05-08,235,26248
2008-05-09,238,29871
2008-05-10,232,27953
2008-05-11,236,29433
2008-05-12,226,27436
2008-05-13,227,22976
2008-05-14,226,24470
2008-05-15,238,28169
2008-05-16,219,30268
2008-05-17,237,32534
2008-05-18,227,32018
2008-05-19,218,26737
2008-05-20,233,27243
2008-05-21,243,33529
2008-05-22,249,32938
2008-05-23,211,28271
2008-05-24,228,28427
2008-05-25,239,30049
2008-05-26,231,27154
2008-05-27,213,25921
2008-05-28,216,24740
2008-05-29,231,27868
2008-05-30,225,28642
2008-05-31,243,28610
2008-06-01,219,28520
2008-06-02,214,25678
2008-06-03,226,22398
2008-06-04,217,22627
2008-06-05,216,25807
2008-06-06,218,26542
2008-06-07,227,26894
2008-06-08,223,27587
2008-06-09,213,25502
2008-06-10,227,23821
2008-06-11,225,24750
2008-06-12,222,27522
2008-06-13,224,29401
2008-06-14,219,28756
2008-06-15,227,31265
2008-06-16,212,28277
2008-06-17,221,23945
2008-06-18,222,24864
2008-06-19,228,27743
2008-06-20,219,29884
2008-06-21,237,31019
2008-06-22,231,30745
2008-06-23,212,25815
2008-06-24,223,25865
2008-06-25,222,28348
2008-06-26,232,31119
2008-06-27,220,30016
2008-06-28,258,33055
2008-06-29,245,33081
2008-06-30,215,26931
2008-07-01,214,24783
2008-07-02,224,26406
2008-07-03,232,28708
2008-07-04,228,31131
2008-07-05,272,37399
2008-07-06,252,35498
2008-07-07,209,28229
2008-07-08,229,29164
2008-07-09,235,29553
2008-07-10,239,29205
2008-07-11,242,32275
2008-07-12,273,36180
2008-07-13,263,37675
2008-07-14,218,29301
2008-07-15,233,27984
2008-07-16,210,27352
2008-07-17,241,30201
2008-07-18,237,33124
2008-07-19,262,35041
2008-07-20,258,37055
2008-07-21,222,29284
2008-07-22,233,27058
2008-07-23,227,26699
2008-07-24,236,28641
2008-07-25,238,30475
2008-07-26,270,33948
2008-07-27,253,33360
2008-07-28,224,26370
2008-07-29,229,23390
2008-07-30,227,23943
2008-07-31,234,26358
2008-08-01,226,28149
2008-08-02,257,30820
2008-08-03,250,31746
2008-08-04,214,26285
2008-08-05,228,24764
2008-08-06,220,24965
2008-08-07,225,25963
2008-08-08,239,28231
2008-08-09,239,28839
2008-08-10,237,29790
2008-08-11,207,26346
2008-08-12,218,24067
2008-08-13,224,24500
2008-08-14,226,27044
2008-08-15,226,28562
2008-08-16,229,27966
2008-08-17,229,30830
2008-08-18,212,26603
2008-08-19,222,24347
2008-08-20,227,25763
2008-08-21,232,27537
2008-08-22,229,27741
2008-08-23,234,26170
2008-08-24,230,29764
2008-08-25,213,25148
2008-08-26,226,23528
2008-08-27,229,23996
2008-08-28,227,26582
2008-08-29,228,28656
2008-08-30,228,27150
2008-08-31,234,30855
2008-09-01,206,25820
2008-09-02,227,24796
2008-09-03,235,25765
2008-09-04,235,29260
2008-09-05,227,30192
2008-09-06,226,28751
2008-09-07,226,31311
2008-09-08,213,27390
2008-09-09,227,24659
2008-09-10,225,25864
2008-09-11,228,27651
2008-09-12,227,29599
2008-09-13,227,28161
2008-09-14,227,31218
2008-09-15,214,27278
2008-09-16,227,24771
2008-09-17,226,26753
2008-09-18,234,28799
2008-09-19,227,30543
2008-09-20,233,29067
2008-09-21,234,32412
2008-09-22,214,26661
2008-09-23,225,25533
2008-09-24,227,25217
2008-09-25,231,27270
2008-09-26,227,28492
2008-09-27,231,27773
2008-09-28,231,30124
2008-09-29,213,25563
2008-09-30,224,23233
2008-10-01,221,20387
2008-10-02,234,25410
2008-10-03,232,26885
2008-10-04,232,26921
2008-10-05,232,28809
2008-10-06,214,24961
2008-10-07,228,23531
2008-10-08,227,24794
2008-10-09,234,28423
2008-10-10,225,30665
2008-10-11,240,32200
2008-10-12,241,32378
2008-10-13,212,27712
2008-10-14,227,24448
2008-10-15,224,25530
2008-10-16,229,26018
2008-10-17,228,28990
2008-10-18,238,24980
2008-10-19,242,30623
2008-10-20,212,25438
2008-10-21,230,23152
2008-10-22,220,22226
2008-10-23,226,24638
2008-10-24,228,26738
2008-10-25,239,27671
2008-10-26,241,29185
2008-10-27,213,22887
2008-10-28,230,21401
2008-10-29,226,21266
2008-10-30,235,23939
2008-10-31,226,25240
2008-11-01,248,26455
2008-11-02,237,30503
2008-11-03,225,30755
2008-11-04,235,23165
2008-11-05,231,22942
2008-11-06,237,24417
2008-11-07,232,25967
2008-11-08,245,27938
2008-11-09,234,29491
2008-11-10,219,25655
2008-11-11,237,22032
2008-11-12,241,23917
2008-11-13,244,24641
2008-11-14,236,27366
2008-11-15,293,27375
2008-11-16,236,29457
2008-11-17,225,26437
2008-11-18,239,23111
2008-11-19,243,29159
2008-11-20,251,30720
2008-11-21,241,25066
2008-11-22,248,26081
2008-11-23,247,27282
2008-11-24,224,23326
2008-11-25,244,22697
2008-11-26,243,22220
2008-11-27,242,23710
2008-11-28,238,26459
2008-11-29,247,29208
2008-11-30,241,31147
2008-12-01,218,24782
2008-12-02,240,22311
2008-12-03,236,22912
2008-12-04,244,26548
2008-12-05,244,29600
2008-12-06,253,31023
2008-12-07,244,30533
2008-12-08,231,29403
2008-12-09,238,24926
2008-12-10,242,25622
2008-12-11,256,26746
2008-12-12,239,28954
2008-12-13,257,32400
2008-12-14,247,32283
2008-12-15,233,29455
2008-12-16,246,28780
2008-12-17,246,29254
2008-12-18,262,34307
2008-12-19,262,35736
2008-12-20,277,38618
2008-12-21,262,37859
2008-12-22,248,34001
2008-12-23,263,33695
2008-12-24,243,27281
2008-12-25,236,30176
2008-12-26,242,33512
2008-12-27,275,36850
2008-12-28,266,36263
2008-12-29,243,30886
2008-12-30,260,31592
2008-12-31,232,23571
2009-01-01,223,23725
2009-01-02,251,30826
2009-01-03,268,35877
2009-01-04,278,38020
2009-01-05,252,33247
2009-01-06,263,33233
2009-01-07,259,30945
2009-01-08,265,32296
2009-01-09,257,30283
2009-01-10,273,33925
2009-01-11,271,36446
2009-01-12,246,31841
2009-01-13,257,30914
2009-01-14,259,31182
2009-01-15,262,33620
2009-01-16,253,31478
2009-01-17,277,33759
2009-01-18,278,35758
2009-01-19,245,30249
2009-01-20,257,29150
2009-01-21,247,25888
2009-01-22,253,26673
2009-01-23,249,27565
2009-01-24,260,29732
2009-01-25,262,30773
2009-01-26,254,27575
2009-01-27,255,24112
2009-01-28,248,23533
2009-01-29,241,24618
2009-01-30,246,28565
2009-01-31,258,31219
2009-02-01,255,31485
2009-02-02,238,28488
2009-02-03,247,24697
2009-02-04,245,23471
2009-02-05,253,24663
2009-02-06,247,26877
2009-02-07,252,27364
2009-02-08,254,29834
2009-02-09,234,25339
2009-02-10,246,23426
2009-02-11,242,22700
2009-02-12,254,25163
2009-02-13,244,27943
2009-02-14,259,29658
2009-02-15,251,29696
2009-02-16,240,26182
2009-02-17,246,25350
2009-02-18,251,27355
2009-02-19,254,33887
2009-02-20,265,38234
2009-02-21,262,37119
2009-02-22,237,29578
2009-02-23,216,20471
2009-02-24,228,19018
2009-02-25,250,23798
2009-02-26,252,23189
2009-02-27,243,24049
2009-02-28,257,30198
2009-03-01,244,31870
2009-03-02,242,27769
2009-03-03,242,25387
2009-03-04,242,24257
2009-03-05,248,25672
2009-03-06,250,26542
2009-03-07,248,28378
2009-03-08,252,30121
2009-03-09,248,24724
2009-03-10,246,22033
2009-03-11,245,21239
2009-03-12,250,24074
2009-03-13,254,27976
2009-03-14,252,28632
2009-03-15,253,31673
2009-03-16,216,24399
2009-03-17,258,22418
2009-03-18,239,22348
2009-03-19,252,24258
2009-03-20,246,26677
2009-03-21,244,27328
2009-03-22,248,29230
2009-03-23,231,25163
2009-03-24,237,21128
2009-03-25,240,22659
2009-03-26,252,24952
2009-03-27,248,28147
2009-03-28,255,28759
2009-03-29,245,30120
2009-03-30,234,26045
2009-03-31,245,22573
2009-04-01,242,23622
2009-04-02,255,26139
2009-04-03,248,28692
2009-04-04,248,27947
2009-04-05,248,29159
2009-04-06,234,22531
2009-04-07,246,22777
2009-04-08,247,27062
2009-04-09,255,30907
2009-04-10,230,22105
2009-04-11,214,23208
2009-04-12,253,31195
2009-04-13,243,31751
2009-04-14,244,25597
2009-04-15,241,24761
2009-04-16,254,31187
2009-04-17,250,35673
2009-04-18,250,34246
2009-04-19,240,33437
2009-04-20,219,26177
2009-04-21,242,25168
2009-04-22,232,24126
2009-04-23,257,24390
2009-04-24,252,26429
2009-04-25,247,27079
2009-04-26,253,28588
2009-04-27,234,23239
2009-04-28,240,21323
2009-04-29,243,25816
2009-04-30,251,31933
2009-05-01,232,27052
2009-05-02,222,27400
2009-05-03,250,31051
2009-05-04,234,26755
2009-05-05,236,22009
2009-05-06,238,20803
2009-05-07,249,23770
2009-05-08,241,28312
2009-05-09,240,26961
2009-05-10,242,27759
2009-05-11,230,24870
2009-05-12,236,20660
2009-05-13,232,21235
2009-05-14,248,24837
2009-05-15,252,27769
2009-05-16,247,27313
2009-05-17,240,28920
2009-05-18,239,24986
2009-05-19,237,20321
2009-05-20,248,24131
2009-05-21,255,26450
2009-05-22,251,28744
2009-05-23,240,25796
2009-05-24,244,27253
2009-05-25,249,26831
2009-05-26,250,21930
2009-05-27,254,22874
2009-05-28,259,25935
2009-05-29,255,28654
2009-05-30,241,26544
2009-05-31,228,27530
2009-06-01,250,26471
2009-06-02,254,23065
2009-06-03,251,25088
2009-06-04,258,28636
2009-06-05,256,34325
2009-06-06,249,32891
2009-06-07,253,32021
2009-06-08,250,28072
2009-06-09,247,27799
2009-06-10,263,36617
2009-06-11,265,37379
2009-06-12,214,28557
2009-06-13,240,31809
2009-06-14,273,35150
2009-06-15,267,33970
2009-06-16,261,28961
2009-06-17,258,26713
2009-06-18,267,32069
2009-06-19,262,35118
2009-06-20,247,31880
2009-06-21,252,31579
2009-06-22,252,29425
2009-06-23,254,24990
2009-06-24,254,27682
2009-06-25,261,30662
2009-06-26,264,32735
2009-06-27,260,32910
2009-06-28,268,34681
2009-06-29,255,32078
2009-06-30,265,29360
2009-07-01,258,29254
2009-07-02,271,30903
2009-07-03,275,34391
2009-07-04,275,35991
2009-07-05,284,37266
2009-07-06,269,32053
2009-07-07,265,29517
2009-07-08,269,34454
2009-07-09,275,34885
2009-07-10,283,33962
2009-07-11,280,35633
2009-07-12,293,36041
2009-07-13,270,31455
2009-07-14,270,29872
2009-07-15,270,31771
2009-07-16,272,33058
2009-07-17,281,36491
2009-07-18,287,35215
2009-07-19,291,37949
2009-07-20,267,32758
2009-07-21,265,30014
2009-07-22,268,28750
2009-07-23,281,30906
2009-07-24,281,32863
2009-07-25,283,35134
2009-07-26,285,36256
2009-07-27,275,29736
2009-07-28,267,25253
2009-07-29,270,24890
2009-07-30,274,26934
2009-07-31,284,30414
2009-08-01,276,32328
2009-08-02,286,33525
2009-08-03,264,28203
2009-08-04,268,25173
2009-08-05,265,26287
2009-08-06,275,26306
2009-08-07,275,30857
2009-08-08,272,31449
2009-08-09,265,30826
2009-08-10,262,28305
2009-08-11,265,23788
2009-08-12,265,25133
2009-08-13,272,27500
2009-08-14,273,29899
2009-08-15,276,29956
2009-08-16,273,31908
2009-08-17,259,29027
2009-08-18,266,24575
2009-08-19,263,25744
2009-08-20,275,28139
2009-08-21,278,30616
2009-08-22,271,29739
2009-08-23,268,31068
2009-08-24,259,27024
2009-08-25,272,24017
2009-08-26,266,25407
2009-08-27,266,26612
2009-08-28,261,29402
2009-08-29,272,31425
2009-08-30,261,32395
2009-08-31,249,28519
2009-09-01,268,26322
2009-09-02,272,28965
2009-09-03,274,37049
2009-09-04,293,39515
2009-09-05,266,36971
2009-09-06,243,33191
2009-09-07,264,32957
2009-09-08,257,29700
2009-09-09,289,30406
2009-09-10,272,28622
2009-09-11,278,31766
2009-09-12,265,31822
2009-09-13,273,34712
2009-09-14,267,28829
2009-09-15,274,25442
2009-09-16,267,26128
2009-09-17,282,29074
2009-09-18,277,33385
2009-09-19,273,33993
2009-09-20,278,36392
2009-09-21,265,30023
2009-09-22,279,25467
2009-09-23,263,25852
2009-09-24,274,28515
2009-09-25,281,33876
2009-09-26,267,33929
2009-09-27,281,35448
2009-09-28,271,29472
2009-09-29,277,25316
2009-09-30,256,26689
2009-10-01,271,28609
2009-10-02,276,32904
2009-10-03,273,32733
2009-10-04,276,34745
2009-10-05,267,27935
2009-10-06,278,27018
2009-10-07,278,32043
2009-10-08,281,37757
2009-10-09,302,40932
2009-10-10,297,40646
2009-10-11,269,37706
2009-10-12,277,36349
2009-10-13,278,34392
2009-10-14,275,30633
2009-10-15,279,30704
2009-10-16,286,34279
2009-10-17,278,35894
2009-10-18,286,37499
2009-10-19,277,34722
2009-10-20,281,30275
2009-10-21,270,27587
2009-10-22,282,30987
2009-10-23,275,34994
2009-10-24,282,34845
2009-10-25,279,35430
2009-10-26,270,29481
2009-10-27,276,27799
2009-10-28,275,29595
2009-10-29,278,35553
2009-10-30,295,40538
2009-10-31,264,33917
2009-11-01,263,35388
2009-11-02,278,32677
2009-11-03,276,30250
2009-11-04,272,27044
2009-11-05,288,28805
2009-11-06,281,32106
2009-11-07,288,34538
2009-11-08,288,34710
2009-11-09,271,30266
2009-11-10,273,26174
2009-11-11,284,28139
2009-11-12,296,30881
2009-11-13,287,36421
2009-11-14,287,35866
2009-11-15,280,37371
2009-11-16,272,31510
2009-11-17,281,28395
2009-11-18,274,31209
2009-11-19,285,37201
2009-11-20,288,36248
2009-11-21,279,32741
2009-11-22,287,34432
2009-11-23,280,29104
2009-11-24,277,27364
2009-11-25,288,28986
2009-11-26,296,29221
2009-11-27,300,34307
2009-11-28,288,35500
2009-11-29,292,37159
2009-11-30,269,31681
2009-12-01,275,28187
2009-12-02,275,28229
2009-12-03,293,31246
2009-12-04,287,35467
2009-12-05,298,37839
2009-12-06,287,36515
2009-12-07,275,32021
2009-12-08,293,32590
2009-12-09,273,33355
2009-12-10,287,34654
2009-12-11,288,36223
2009-12-12,286,38438
2009-12-13,297,39317
2009-12-14,283,36115
2009-12-15,286,37485
2009-12-16,283,37585
2009-12-17,296,37545
2009-12-18,310,42627
2009-12-19,312,44508
2009-12-20,310,43009
2009-12-21,290,39660
2009-12-22,289,39854
2009-12-23,287,41740
2009-12-24,287,37525
2009-12-25,262,36460
2009-12-26,293,42678
2009-12-27,314,43580
2009-12-28,307,42080
2009-12-29,297,39549
2009-12-30,299,38776
2009-12-31,268,32876
2010-01-01,262,31031
2010-01-02,301,41732
2010-01-03,326,44144
2010-01-04,297,39302
2010-01-05,290,38763
2010-01-06,313,39388
2010-01-07,305,40033
2010-01-08,304,40116
2010-01-09,299,41273
2010-01-10,321,44742
2010-01-11,293,39278
2010-01-12,302,39376
2010-01-13,297,38416
2010-01-14,310,39391
2010-01-15,305,39311
2010-01-16,314,43071
2010-01-17,319,43370
2010-01-18,306,38600
2010-01-19,304,37973
2010-01-20,314,37773
2010-01-21,315,38434
2010-01-22,311,39202
2010-01-23,321,41306
2010-01-24,319,40071
2010-01-25,296,31866
2010-01-26,307,32902
2010-01-27,293,32285
2010-01-28,303,32119
2010-01-29,301,33827
2010-01-30,298,36637
2010-01-31,315,39199
2010-02-01,284,34715
2010-02-02,291,35614
2010-02-03,289,33624
2010-02-04,301,34385
2010-02-05,288,33853
2010-02-06,299,36022
2010-02-07,311,38100
2010-02-08,287,33168
2010-02-09,288,36429
2010-02-10,293,38104
2010-02-11,302,40198
2010-02-12,326,46170
2010-02-13,316,46722
2010-02-14,280,39437
2010-02-15,251,29962
2010-02-16,279,29568
2010-02-17,310,33819
2010-02-18,307,30515
2010-02-19,297,30374
2010-02-20,288,34422
2010-02-21,303,38509
2010-02-22,299,31335
2010-02-23,294,30589
2010-02-24,299,30147
2010-02-25,299,31217
2010-02-26,303,33616
2010-02-27,271,31847
2010-02-28,284,34623
2010-03-01,278,28807
2010-03-02,291,30660
2010-03-03,294,33579
2010-03-04,303,31070
2010-03-05,296,32334
2010-03-06,273,31612
2010-03-07,291,34887
2010-03-08,286,30060
2010-03-09,295,28548
2010-03-10,295,30341
2010-03-11,307,30203
2010-03-12,300,34205
2010-03-13,278,32349
2010-03-14,296,36960
2010-03-15,308,33389
2010-03-16,298,29833
2010-03-17,294,29399
2010-03-18,310,30414
2010-03-19,293,32723
2010-03-20,284,33315
2010-03-21,301,36811
2010-03-22,298,29976
2010-03-23,296,29452
2010-03-24,296,30651
2010-03-25,307,32329
2010-03-26,310,36195
2010-03-27,283,33086
2010-03-28,299,34291
2010-03-29,299,28136
2010-03-30,319,32262
2010-03-31,301,38124
2010-04-01,316,39881
2010-04-02,282,27685
2010-04-03,258,29694
2010-04-04,303,35968
2010-04-05,318,35648
2010-04-06,298,30929
2010-04-07,302,30537
2010-04-08,304,30108
2010-04-09,299,34613
2010-04-10,283,33937
2010-04-11,291,38503
2010-04-12,301,32308
2010-04-13,297,29593
2010-04-14,298,31209
2010-04-15,302,29584
2010-04-16,290,33341
2010-04-17,273,32536
2010-04-18,281,33202
2010-04-19,282,26198
2010-04-20,301,32036
2010-04-21,292,37267
2010-04-22,295,26724
2010-04-23,301,30163
2010-04-24,290,31804
2010-04-25,296,36430
2010-04-26,298,30575
2010-04-27,300,27887
2010-04-28,300,29601
2010-04-29,299,29412
2010-04-30,299,33961
2010-05-01,275,30908
2010-05-02,295,35129
2010-05-03,293,28026
2010-05-04,301,26132
2010-05-05,304,29643
2010-05-06,304,29001
2010-05-07,299,33275
2010-05-08,291,31585
2010-05-09,295,32707
2010-05-10,298,28601
2010-05-11,306,27876
2010-05-12,301,30948
2010-05-13,312,31918
2010-05-14,310,34801
2010-05-15,287,34283
2010-05-16,303,36779
2010-05-17,304,31420
2010-05-18,300,28751
2010-05-19,302,30394
2010-05-20,313,32066
2010-05-21,311,35936
2010-05-22,285,31989
2010-05-23,297,34694
2010-05-24,299,30180
2010-05-25,298,29530
2010-05-26,309,32730
2010-05-27,306,33440
2010-05-28,306,37928
2010-05-29,284,36470
2010-05-30,299,38268
2010-05-31,299,30993
2010-06-01,295,33716
2010-06-02,311,43129
2010-06-03,313,41032
2010-06-04,266,31660
2010-06-05,269,33271
2010-06-06,306,37812
2010-06-07,313,34631
2010-06-08,309,31908
2010-06-09,304,33295
2010-06-10,305,33207
2010-06-11,316,38377
2010-06-12,289,33945
2010-06-13,302,37426
2010-06-14,300,29453
2010-06-15,298,31192
2010-06-16,304,33077
2010-06-17,310,32814
2010-06-18,310,36091
2010-06-19,293,37052
2010-06-20,308,38296
2010-06-21,305,31993
2010-06-22,307,33139
2010-06-23,311,36342
2010-06-24,318,35437
2010-06-25,309,36415
2010-06-26,299,35888
2010-06-27,330,42367
2010-06-28,309,33720
2010-06-29,308,32724
2010-06-30,317,37832
2010-07-01,313,35196
2010-07-02,330,39745
2010-07-03,281,36077
2010-07-04,350,48226
2010-07-05,321,36210
2010-07-06,316,35485
2010-07-07,315,39607
2010-07-08,326,43622
2010-07-09,329,45088
2010-07-10,320,44134
2010-07-11,346,44428
2010-07-12,326,39122
2010-07-13,330,38692
2010-07-14,325,39671
2010-07-15,328,39779
2010-07-16,339,43202
2010-07-17,320,43218
2010-07-18,349,47595
2010-07-19,329,40138
2010-07-20,325,38926
2010-07-21,325,39468
2010-07-22,336,38944
2010-07-23,335,42255
2010-07-24,321,43391
2010-07-25,344,46555
2010-07-26,329,37854
2010-07-27,323,36080
2010-07-28,329,36397
2010-07-29,335,36359
2010-07-30,327,37151
2010-07-31,316,39953
2010-08-01,16,1116
2010-08-01,328,43037
2010-08-02,322,36884
2010-08-03,341,38028
2010-08-04,333,37902
2010-08-05,336,35908
2010-08-06,336,41702
2010-08-07,316,39011
2010-08-08,326,40546
2010-08-09,319,37172
2010-08-10,329,35279
2010-08-11,326,35789
2010-08-12,330,36842
2010-08-13,329,38954
2010-08-14,320,38795
2010-08-15,320,42213
2010-08-16,314,38085
2010-08-17,317,34780
2010-08-18,318,36052
2010-08-19,319,36740
2010-08-20,325,41296
2010-08-21,308,37198
2010-08-22,314,40801
2010-08-23,317,36231
2010-08-24,328,33142
2010-08-25,335,35731
2010-08-26,338,35929
2010-08-27,334,39773
2010-08-28,307,36850
2010-08-29,314,40532
2010-08-30,317,37779
2010-08-31,315,36932
2010-09-01,329,39300
2010-09-02,341,44976
2010-09-03,342,48454
2010-09-04,342,49461
2010-09-05,300,44031
2010-09-06,294,38992
2010-09-07,341,40082
2010-09-08,342,39905
2010-09-09,339,38615
2010-09-10,341,40614
2010-09-11,316,39364
2010-09-12,327,42613
2010-09-13,328,38631
2010-09-14,321,34740
2010-09-15,334,38523
2010-09-16,327,39118
2010-09-17,337,42976
2010-09-18,311,38926
2010-09-19,320,41668
2010-09-20,319,39471
2010-09-21,325,35114
2010-09-22,331,38153
2010-09-23,329,37232
2010-09-24,335,41192
2010-09-25,313,39810
2010-09-26,313,40545
2010-09-27,312,36485
2010-09-28,317,32705
2010-09-29,315,34516
2010-09-30,314,34683
2010-10-01,331,36278
2010-10-02,320,35564
2010-10-03,332,37662
2010-10-04,324,33200
2010-10-05,334,33373
2010-10-06,337,38386
2010-10-07,343,43074
2010-10-08,361,49120
2010-10-09,346,48693
2010-10-10,320,46339
2010-10-11,299,39785
2010-10-12,345,41212
2010-10-13,337,39223
2010-10-14,336,36263
2010-10-15,337,39375
2010-10-16,324,39506
2010-10-17,335,43254
2010-10-18,339,37940
2010-10-19,323,32257
2010-10-20,331,34829
2010-10-21,331,37407
2010-10-22,334,40461
2010-10-23,315,39760
2010-10-24,335,41774
2010-10-25,321,36045
2010-10-26,334,33833
2010-10-27,316,36235
2010-10-28,338,42234
2010-10-29,344,46495
2010-10-30,318,43063
2010-10-31,304,42201
2010-11-01,291,35754
2010-11-02,330,35170
2010-11-03,331,33486
2010-11-04,346,31643
2010-11-05,345,35457
2010-11-06,325,34843
2010-11-07,321,40261
2010-11-08,340,40564
2010-11-09,326,31772
2010-11-10,342,37504
2010-11-11,350,41685
2010-11-12,342,46742
2010-11-13,320,41464
2010-11-14,318,40924
2010-11-15,333,39130
2010-11-16,338,38770
2010-11-17,338,34792
2010-11-18,346,36169
2010-11-19,342,38327
2010-11-20,326,38653
2010-11-21,330,40271
2010-11-22,332,38975
2010-11-23,338,35948
2010-11-24,339,34706
2010-11-25,341,36409
2010-11-26,334,39208
2010-11-27,314,37663
2010-11-28,322,41116
2010-11-29,303,34762
2010-11-30,341,35145
2010-12-01,329,34328
2010-12-02,352,35844
2010-12-03,343,38890
2010-12-04,331,40574
2010-12-05,340,44566
2010-12-06,332,37993
2010-12-07,344,38740
2010-12-08,341,41236
2010-12-09,349,41103
2010-12-10,343,43769
2010-12-11,333,45162
2010-12-12,338,47042
2010-12-13,330,42051
2010-12-14,351,43376
2010-12-15,357,46408
2010-12-16,356,44810
2010-12-17,346,45127
2010-12-18,335,46784
2010-12-19,345,47900
2010-12-20,345,45623
2010-12-21,346,45048
2010-12-22,353,47593
2010-12-23,363,48017
2010-12-24,327,42231
2010-12-25,298,45077
2010-12-26,347,49673
2010-12-27,335,46253
2010-12-28,342,45489
2010-12-29,333,42832
2010-12-30,343,45455
2010-12-31,292,33706
2011-01-01,275,37078
2011-01-02,350,46938
2011-01-03,354,44746
2011-01-04,365,45311
2011-01-05,351,44761
2011-01-06,358,44944
2011-01-07,356,43692
2011-01-08,336,45199
2011-01-09,348,47752
2011-01-10,338,43106
2011-01-11,352,45481
2011-01-12,353,44206
2011-01-13,363,45277
2011-01-14,353,43990
2011-01-15,351,47937
2011-01-16,355,47780
2011-01-17,337,42940
2011-01-18,359,43685
2011-01-19,355,43259
2011-01-20,358,44571
2011-01-21,348,44591
2011-01-22,346,48346
2011-01-23,335,43678
2011-01-24,355,42704
2011-01-25,354,35621
2011-01-26,342,34150
2011-01-27,344,36827
2011-01-28,334,37914
2011-01-29,338,41172
2011-01-30,341,43049
2011-01-31,337,37818
2011-02-01,336,37359
2011-02-02,346,39141
2011-02-03,345,38396
2011-02-04,339,39380
2011-02-05,340,41391
2011-02-06,340,41437
2011-02-07,331,35112
2011-02-08,345,34690
2011-02-09,326,33356
2011-02-10,341,37424
2011-02-11,337,38921
2011-02-12,330,41240
2011-02-13,334,41567
2011-02-14,328,37063
2011-02-15,339,36504
2011-02-16,324,35815
2011-02-17,342,35480
2011-02-18,329,38227
2011-02-19,340,41018
2011-02-20,329,40587
2011-02-21,321,35184
2011-02-22,329,33429
2011-02-23,328,35239
2011-02-24,337,37703
2011-02-25,342,40989
2011-02-26,331,41568
2011-02-27,326,40824
2011-02-28,312,37158
2011-03-01,18,1768
2011-03-01,347,40964
2011-03-02,342,42566
2011-03-03,358,48117
2011-03-04,353,49188
2011-03-05,348,52350
2011-03-06,306,44828
2011-03-07,284,35540
